Station_name,Day_of_week,Time_slot,Weather_condition,Event_nearby,Is_holiday,Avg_passenger_count
Botanical Garden,Sunday,Afternoon(11AM - 2PM),Clear,Yes,Yes,192
Lajpat Nagar,Thursday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,504
Noida City Centre,Tuesday,Night(9PM - 11PM),Cloudy,Yes,Yes,474
Inderlok,Saturday,Evening(4PM - 8PM),Foggy,Yes,No,124
Noida City Centre,Tuesday,Morning(7PM - 10 AM),Clear,Yes,Yes,506
Dwarka Sector 21,Tuesday,Morning(7PM - 10 AM),Rainy,Yes,Yes,609
Hauz Khas,Thursday,Night(9PM - 11PM),Rainy,Yes,Yes,550
Saket,Friday,Afternoon(11AM - 2PM),Clear,Yes,Yes,540
Yamuna Bank,Sunday,Afternoon(11AM - 2PM),Clear,Yes,Yes,284
Chandni Chowk,Wednesday,Evening(4PM - 8PM),Foggy,Yes,Yes,637
New Delhi,Saturday,Night(9PM - 11PM),Clear,Yes,Yes,662
Rajiv Chowk,Friday,Afternoon(11AM - 2PM),Foggy,Yes,No,821
Karol Bagh,Monday,Evening(4PM - 8PM),Cloudy,No,Yes,493
MG Road,Sunday,Evening(4PM - 8PM),Cloudy,Yes,Yes,229
Shivaji Stadium,Saturday,Afternoon(11AM - 2PM),Clear,Yes,Yes,165
Botanical Garden,Wednesday,Night(9PM - 11PM),Clear,Yes,No,283
Vaishali,Sunday,Morning(7PM - 10 AM),Clear,Yes,Yes,256
Yamuna Bank,Monday,Afternoon(11AM - 2PM),Clear,Yes,No,220
Vishwavidyalaya,Thursday,Morning(7PM - 10 AM),Rainy,No,No,415
New Delhi,Friday,Morning(7PM - 10 AM),Rainy,Yes,Yes,1046
Yamuna Bank,Sunday,Night(9PM - 11PM),Cloudy,Yes,Yes,242
Botanical Garden,Saturday,Night(9PM - 11PM),Rainy,Yes,Yes,338
Shivaji Stadium,Tuesday,Evening(4PM - 8PM),Clear,Yes,Yes,498
Botanical Garden,Wednesday,Night(9PM - 11PM),Foggy,Yes,Yes,614
Saket,Sunday,Evening(4PM - 8PM),Cloudy,Yes,Yes,154
Central Secretariat,Saturday,Afternoon(11AM - 2PM),Clear,Yes,Yes,242
MG Road,Tuesday,Morning(7PM - 10 AM),Rainy,Yes,Yes,619
Dwarka Sector 21,Saturday,Night(9PM - 11PM),Foggy,Yes,No,97
Inderlok,Sunday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,261
Chandni Chowk,Monday,Evening(4PM - 8PM),Rainy,Yes,Yes,604
MG Road,Tuesday,Night(9PM - 11PM),Clear,Yes,No,281
Vishwavidyalaya,Tuesday,Morning(7PM - 10 AM),Foggy,Yes,Yes,639
Lajpat Nagar,Saturday,Afternoon(11AM - 2PM),Foggy,Yes,No,182
MG Road,Thursday,Night(9PM - 11PM),Rainy,Yes,Yes,633
Botanical Garden,Sunday,Night(9PM - 11PM),Foggy,Yes,Yes,282
Vishwavidyalaya,Thursday,Afternoon(11AM - 2PM),Foggy,No,Yes,672
Mayur Vihar,Friday,Evening(4PM - 8PM),Foggy,Yes,Yes,579
Inderlok,Monday,Evening(4PM - 8PM),Cloudy,Yes,Yes,514
Saket,Thursday,Night(9PM - 11PM),Clear,Yes,Yes,479
Vaishali,Saturday,Evening(4PM - 8PM),Clear,Yes,Yes,201
Rohini West,Sunday,Evening(4PM - 8PM),Rainy,Yes,Yes,213
Rajiv Chowk,Thursday,Afternoon(11AM - 2PM),Clear,Yes,Yes,939
Central Secretariat,Friday,Evening(4PM - 8PM),Foggy,Yes,No,396
Botanical Garden,Wednesday,Evening(4PM - 8PM),Clear,Yes,Yes,514
Hauz Khas,Friday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,493
Shivaji Stadium,Tuesday,Night(9PM - 11PM),Foggy,Yes,No,443
Kashmere Gate,Sunday,Night(9PM - 11PM),Foggy,Yes,Yes,693
Vaishali,Tuesday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,523
Dwarka Sector 21,Thursday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,566
Shivaji Stadium,Thursday,Afternoon(11AM - 2PM),Clear,Yes,Yes,538
Shivaji Stadium,Friday,Morning(7PM - 10 AM),Clear,Yes,No,333
Noida City Centre,Friday,Evening(4PM - 8PM),Clear,Yes,No,349
Lajpat Nagar,Saturday,Night(9PM - 11PM),Cloudy,Yes,Yes,139
Lajpat Nagar,Monday,Morning(7PM - 10 AM),Clear,Yes,Yes,439
Chandni Chowk,Saturday,Morning(7PM - 10 AM),Rainy,Yes,No,84
Rohini West,Tuesday,Evening(4PM - 8PM),Clear,Yes,No,294
Vishwavidyalaya,Saturday,Night(9PM - 11PM),Cloudy,Yes,Yes,209
Inderlok,Friday,Evening(4PM - 8PM),Cloudy,Yes,Yes,439
Vishwavidyalaya,Sunday,Night(9PM - 11PM),Rainy,Yes,Yes,286
Hauz Khas,Saturday,Night(9PM - 11PM),Foggy,Yes,Yes,348
Karol Bagh,Wednesday,Evening(4PM - 8PM),Rainy,Yes,No,382
Lajpat Nagar,Monday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,420
Vishwavidyalaya,Friday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,521
Inderlok,Sunday,Night(9PM - 11PM),Rainy,Yes,Yes,349
New Delhi,Thursday,Night(9PM - 11PM),Rainy,Yes,Yes,1173
Inderlok,Saturday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,261
Lajpat Nagar,Friday,Afternoon(11AM - 2PM),Rainy,No,Yes,642
Vishwavidyalaya,Thursday,Evening(4PM - 8PM),Foggy,Yes,Yes,631
Inderlok,Thursday,Night(9PM - 11PM),Clear,Yes,Yes,428
MG Road,Tuesday,Evening(4PM - 8PM),Foggy,Yes,Yes,625
Mayur Vihar,Tuesday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,634
Kashmere Gate,Sunday,Evening(4PM - 8PM),Clear,Yes,Yes,685
Noida City Centre,Friday,Night(9PM - 11PM),Cloudy,No,Yes,479
Botanical Garden,Sunday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,211
Botanical Garden,Friday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,460
Lajpat Nagar,Wednesday,Night(9PM - 11PM),Rainy,Yes,Yes,658
New Delhi,Monday,Evening(4PM - 8PM),Clear,Yes,Yes,999
Saket,Monday,Afternoon(11AM - 2PM),Foggy,No,No,378
Rajiv Chowk,Friday,Afternoon(11AM - 2PM),Cloudy,No,Yes,992
Mayur Vihar,Tuesday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,549
MG Road,Saturday,Evening(4PM - 8PM),Clear,Yes,Yes,192
Mayur Vihar,Sunday,Afternoon(11AM - 2PM),Clear,Yes,Yes,177
Vishwavidyalaya,Wednesday,Afternoon(11AM - 2PM),Clear,Yes,Yes,420
New Delhi,Monday,Night(9PM - 11PM),Rainy,Yes,Yes,1108
Rajiv Chowk,Friday,Evening(4PM - 8PM),Clear,Yes,Yes,985
Mayur Vihar,Tuesday,Evening(4PM - 8PM),Foggy,Yes,Yes,540
Rohini West,Tuesday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,621
Yamuna Bank,Tuesday,Evening(4PM - 8PM),Cloudy,Yes,Yes,445
Chandni Chowk,Sunday,Evening(4PM - 8PM),Foggy,Yes,Yes,267
Kashmere Gate,Saturday,Evening(4PM - 8PM),Clear,Yes,Yes,723
Hauz Khas,Thursday,Night(9PM - 11PM),Foggy,Yes,Yes,623
Kashmere Gate,Sunday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,703
Vaishali,Saturday,Morning(7PM - 10 AM),Rainy,Yes,Yes,286
Shivaji Stadium,Tuesday,Evening(4PM - 8PM),Foggy,Yes,Yes,576
Dwarka Sector 21,Friday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,456
Lajpat Nagar,Wednesday,Morning(7PM - 10 AM),Cloudy,No,No,285
Shivaji Stadium,Saturday,Night(9PM - 11PM),Clear,Yes,Yes,252
Shivaji Stadium,Friday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,444
Kashmere Gate,Sunday,Night(9PM - 11PM),Foggy,Yes,Yes,670
Lajpat Nagar,Sunday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,162
Botanical Garden,Tuesday,Night(9PM - 11PM),Cloudy,Yes,Yes,576
Vaishali,Wednesday,Afternoon(11AM - 2PM),Clear,No,Yes,480
New Delhi,Monday,Night(9PM - 11PM),Clear,Yes,No,800
Vaishali,Monday,Morning(7PM - 10 AM),Foggy,Yes,Yes,603
Saket,Sunday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,165
Rajiv Chowk,Friday,Morning(7PM - 10 AM),Rainy,Yes,Yes,1167
Dwarka Sector 21,Wednesday,Evening(4PM - 8PM),Cloudy,Yes,Yes,488
Mayur Vihar,Friday,Morning(7PM - 10 AM),Rainy,Yes,Yes,653
MG Road,Wednesday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,602
MG Road,Wednesday,Morning(7PM - 10 AM),Clear,Yes,Yes,504
Lajpat Nagar,Sunday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,248
MG Road,Friday,Night(9PM - 11PM),Clear,Yes,Yes,551
Vishwavidyalaya,Sunday,Evening(4PM - 8PM),Clear,Yes,Yes,190
Inderlok,Wednesday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,506
Rajiv Chowk,Saturday,Evening(4PM - 8PM),Cloudy,Yes,Yes,784
Noida City Centre,Tuesday,Morning(7PM - 10 AM),Clear,Yes,Yes,513
Lajpat Nagar,Wednesday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,608
New Delhi,Saturday,Morning(7PM - 10 AM),Rainy,Yes,No,649
Vishwavidyalaya,Wednesday,Evening(4PM - 8PM),Cloudy,Yes,No,333
Mayur Vihar,Saturday,Morning(7PM - 10 AM),Foggy,Yes,No,76
Inderlok,Friday,Evening(4PM - 8PM),Rainy,Yes,Yes,571
Vaishali,Monday,Evening(4PM - 8PM),Clear,Yes,Yes,522
Mayur Vihar,Thursday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,472
Karol Bagh,Wednesday,Night(9PM - 11PM),Cloudy,Yes,Yes,502
Noida City Centre,Thursday,Night(9PM - 11PM),Clear,No,Yes,437
Vishwavidyalaya,Wednesday,Morning(7PM - 10 AM),Foggy,Yes,Yes,684
Shivaji Stadium,Friday,Evening(4PM - 8PM),Clear,Yes,Yes,468
Rohini West,Friday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,629
Dwarka Sector 21,Saturday,Night(9PM - 11PM),Cloudy,No,Yes,231
Saket,Wednesday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,687
Lajpat Nagar,Friday,Afternoon(11AM - 2PM),Clear,Yes,Yes,515
Vaishali,Friday,Evening(4PM - 8PM),Cloudy,Yes,Yes,480
Shivaji Stadium,Wednesday,Morning(7PM - 10 AM),Rainy,Yes,No,398
Lajpat Nagar,Saturday,Evening(4PM - 8PM),Cloudy,Yes,Yes,156
Lajpat Nagar,Saturday,Night(9PM - 11PM),Clear,Yes,No,66
Yamuna Bank,Saturday,Night(9PM - 11PM),Clear,Yes,Yes,184
Rohini West,Saturday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,287
Chandni Chowk,Monday,Evening(4PM - 8PM),Cloudy,Yes,No,267
Yamuna Bank,Wednesday,Evening(4PM - 8PM),Cloudy,No,Yes,628
Saket,Sunday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,265
Hauz Khas,Monday,Morning(7PM - 10 AM),Rainy,Yes,Yes,563
Vishwavidyalaya,Friday,Afternoon(11AM - 2PM),Foggy,No,Yes,568
Saket,Monday,Afternoon(11AM - 2PM),Clear,Yes,Yes,466
Dwarka Sector 21,Sunday,Night(9PM - 11PM),Cloudy,Yes,Yes,218
MG Road,Sunday,Evening(4PM - 8PM),Foggy,Yes,Yes,258
Dwarka Sector 21,Sunday,Night(9PM - 11PM),Foggy,Yes,Yes,242
Dwarka Sector 21,Saturday,Afternoon(11AM - 2PM),Clear,Yes,Yes,154
Lajpat Nagar,Friday,Evening(4PM - 8PM),Foggy,Yes,Yes,701
MG Road,Monday,Afternoon(11AM - 2PM),Clear,Yes,Yes,443
Botanical Garden,Monday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,609
Hauz Khas,Wednesday,Morning(7PM - 10 AM),Rainy,Yes,Yes,554
Vaishali,Monday,Night(9PM - 11PM),Clear,Yes,Yes,523
Kashmere Gate,Friday,Night(9PM - 11PM),Rainy,Yes,No,907
Kashmere Gate,Saturday,Afternoon(11AM - 2PM),Foggy,No,Yes,883
Rajiv Chowk,Wednesday,Morning(7PM - 10 AM),Rainy,No,Yes,1077
Mayur Vihar,Monday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,621
Vishwavidyalaya,Wednesday,Afternoon(11AM - 2PM),Rainy,No,Yes,652
Yamuna Bank,Thursday,Afternoon(11AM - 2PM),Foggy,Yes,No,381
Rohini West,Wednesday,Morning(7PM - 10 AM),Clear,Yes,Yes,510
Lajpat Nagar,Sunday,Evening(4PM - 8PM),Foggy,Yes,No,50
Kashmere Gate,Saturday,Morning(7PM - 10 AM),Foggy,Yes,No,622
Rajiv Chowk,Sunday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,809
Central Secretariat,Thursday,Evening(4PM - 8PM),Clear,Yes,No,262
Lajpat Nagar,Sunday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,138
Yamuna Bank,Thursday,Morning(7PM - 10 AM),Foggy,Yes,Yes,586
MG Road,Wednesday,Morning(7PM - 10 AM),Foggy,Yes,Yes,540
Hauz Khas,Friday,Evening(4PM - 8PM),Clear,Yes,Yes,504
Shivaji Stadium,Saturday,Morning(7PM - 10 AM),Cloudy,Yes,No,50
Hauz Khas,Friday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,412
Mayur Vihar,Saturday,Evening(4PM - 8PM),Cloudy,Yes,Yes,157
Mayur Vihar,Saturday,Night(9PM - 11PM),Cloudy,Yes,Yes,280
Shivaji Stadium,Sunday,Afternoon(11AM - 2PM),Clear,Yes,Yes,230
Mayur Vihar,Sunday,Night(9PM - 11PM),Clear,Yes,Yes,129
Saket,Friday,Evening(4PM - 8PM),Cloudy,Yes,Yes,475
Rajiv Chowk,Tuesday,Evening(4PM - 8PM),Rainy,No,Yes,1009
Karol Bagh,Thursday,Afternoon(11AM - 2PM),Clear,Yes,No,357
Mayur Vihar,Sunday,Morning(7PM - 10 AM),Rainy,Yes,Yes,299
Rajiv Chowk,Sunday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,806
Hauz Khas,Sunday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,259
Shivaji Stadium,Wednesday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,488
New Delhi,Friday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,1113
Vaishali,Friday,Evening(4PM - 8PM),Rainy,Yes,Yes,654
Vishwavidyalaya,Sunday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,259
Hauz Khas,Wednesday,Night(9PM - 11PM),Cloudy,Yes,Yes,437
Lajpat Nagar,Sunday,Evening(4PM - 8PM),Rainy,Yes,Yes,389
Dwarka Sector 21,Thursday,Morning(7PM - 10 AM),Clear,Yes,No,263
Dwarka Sector 21,Wednesday,Evening(4PM - 8PM),Foggy,Yes,Yes,481
Saket,Sunday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,163
Shivaji Stadium,Saturday,Evening(4PM - 8PM),Rainy,Yes,Yes,266
MG Road,Tuesday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,600
Noida City Centre,Saturday,Morning(7PM - 10 AM),Foggy,Yes,Yes,327
Karol Bagh,Tuesday,Evening(4PM - 8PM),Cloudy,Yes,No,289
Karol Bagh,Wednesday,Night(9PM - 11PM),Cloudy,No,Yes,465
Rohini West,Saturday,Morning(7PM - 10 AM),Clear,Yes,Yes,234
Vishwavidyalaya,Thursday,Night(9PM - 11PM),Cloudy,No,Yes,552
Rohini West,Saturday,Morning(7PM - 10 AM),Rainy,Yes,Yes,324
Saket,Friday,Evening(4PM - 8PM),Rainy,Yes,No,446
Inderlok,Tuesday,Morning(7PM - 10 AM),Clear,Yes,Yes,577
Central Secretariat,Tuesday,Night(9PM - 11PM),Rainy,Yes,Yes,604
Vaishali,Sunday,Night(9PM - 11PM),Cloudy,Yes,No,50
Saket,Thursday,Evening(4PM - 8PM),Cloudy,Yes,Yes,478
Lajpat Nagar,Tuesday,Night(9PM - 11PM),Rainy,Yes,Yes,662
Saket,Tuesday,Night(9PM - 11PM),Foggy,Yes,Yes,636
Central Secretariat,Sunday,Evening(4PM - 8PM),Cloudy,No,Yes,207
Yamuna Bank,Thursday,Morning(7PM - 10 AM),Rainy,Yes,Yes,572
Shivaji Stadium,Saturday,Evening(4PM - 8PM),Cloudy,Yes,Yes,159
Inderlok,Wednesday,Morning(7PM - 10 AM),Cloudy,Yes,No,300
Kashmere Gate,Saturday,Morning(7PM - 10 AM),Clear,Yes,Yes,650
Rohini West,Friday,Morning(7PM - 10 AM),Rainy,Yes,Yes,588
Chandni Chowk,Friday,Afternoon(11AM - 2PM),Cloudy,Yes,No,359
Chandni Chowk,Tuesday,Morning(7PM - 10 AM),Foggy,Yes,Yes,593
Rohini West,Friday,Evening(4PM - 8PM),Rainy,Yes,Yes,588
Inderlok,Wednesday,Evening(4PM - 8PM),Foggy,Yes,Yes,607
Vishwavidyalaya,Tuesday,Evening(4PM - 8PM),Rainy,Yes,No,448
Inderlok,Sunday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,390
Hauz Khas,Friday,Night(9PM - 11PM),Foggy,No,No,342
Lajpat Nagar,Sunday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,360
Central Secretariat,Monday,Evening(4PM - 8PM),Clear,Yes,Yes,540
Karol Bagh,Monday,Evening(4PM - 8PM),Clear,Yes,Yes,438
Lajpat Nagar,Monday,Night(9PM - 11PM),Rainy,No,Yes,551
Karol Bagh,Sunday,Afternoon(11AM - 2PM),Cloudy,No,Yes,247
Saket,Monday,Evening(4PM - 8PM),Rainy,Yes,No,427
Vaishali,Saturday,Morning(7PM - 10 AM),Rainy,Yes,Yes,213
Kashmere Gate,Monday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,958
Shivaji Stadium,Tuesday,Evening(4PM - 8PM),Rainy,Yes,Yes,626
Botanical Garden,Thursday,Morning(7PM - 10 AM),Rainy,Yes,Yes,646
Saket,Saturday,Night(9PM - 11PM),Cloudy,Yes,Yes,219
MG Road,Thursday,Evening(4PM - 8PM),Cloudy,Yes,Yes,394
Kashmere Gate,Tuesday,Afternoon(11AM - 2PM),Clear,Yes,Yes,963
Chandni Chowk,Tuesday,Evening(4PM - 8PM),Foggy,Yes,Yes,551
Karol Bagh,Wednesday,Night(9PM - 11PM),Foggy,Yes,Yes,634
Lajpat Nagar,Saturday,Afternoon(11AM - 2PM),Clear,Yes,Yes,176
Central Secretariat,Thursday,Night(9PM - 11PM),Clear,Yes,Yes,526
Lajpat Nagar,Monday,Morning(7PM - 10 AM),Foggy,Yes,Yes,608
New Delhi,Tuesday,Morning(7PM - 10 AM),Clear,Yes,Yes,941
Chandni Chowk,Monday,Morning(7PM - 10 AM),Rainy,Yes,Yes,644
Karol Bagh,Thursday,Night(9PM - 11PM),Clear,Yes,Yes,558
Saket,Sunday,Night(9PM - 11PM),Clear,Yes,Yes,246
Rohini West,Saturday,Evening(4PM - 8PM),Clear,Yes,Yes,210
Noida City Centre,Friday,Afternoon(11AM - 2PM),Clear,Yes,Yes,495
Hauz Khas,Sunday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,269
Noida City Centre,Sunday,Night(9PM - 11PM),Cloudy,Yes,Yes,263
Vaishali,Friday,Night(9PM - 11PM),Foggy,Yes,Yes,680
Noida City Centre,Tuesday,Morning(7PM - 10 AM),Foggy,Yes,Yes,567
Botanical Garden,Wednesday,Night(9PM - 11PM),Cloudy,Yes,Yes,445
Mayur Vihar,Monday,Morning(7PM - 10 AM),Foggy,Yes,Yes,547
Chandni Chowk,Tuesday,Night(9PM - 11PM),Rainy,Yes,No,351
Vishwavidyalaya,Wednesday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,516
Rohini West,Monday,Evening(4PM - 8PM),Rainy,Yes,Yes,534
New Delhi,Thursday,Night(9PM - 11PM),Foggy,Yes,Yes,1071
Yamuna Bank,Sunday,Morning(7PM - 10 AM),Foggy,Yes,Yes,273
Lajpat Nagar,Sunday,Evening(4PM - 8PM),Cloudy,Yes,No,50
Hauz Khas,Friday,Morning(7PM - 10 AM),Foggy,Yes,Yes,589
Lajpat Nagar,Wednesday,Morning(7PM - 10 AM),Clear,Yes,Yes,522
Noida City Centre,Monday,Evening(4PM - 8PM),Rainy,Yes,Yes,594
Karol Bagh,Tuesday,Evening(4PM - 8PM),Rainy,Yes,Yes,610
Dwarka Sector 21,Monday,Evening(4PM - 8PM),Clear,Yes,Yes,596
Kashmere Gate,Tuesday,Night(9PM - 11PM),Cloudy,Yes,Yes,1006
Kashmere Gate,Sunday,Evening(4PM - 8PM),Cloudy,Yes,Yes,713
Vishwavidyalaya,Friday,Night(9PM - 11PM),Clear,Yes,Yes,621
MG Road,Friday,Afternoon(11AM - 2PM),Clear,Yes,No,292
Rohini West,Monday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,673
Chandni Chowk,Monday,Morning(7PM - 10 AM),Clear,Yes,Yes,561
Mayur Vihar,Tuesday,Morning(7PM - 10 AM),Clear,Yes,Yes,453
Mayur Vihar,Tuesday,Night(9PM - 11PM),Clear,Yes,Yes,507
Inderlok,Wednesday,Morning(7PM - 10 AM),Foggy,Yes,Yes,631
Shivaji Stadium,Sunday,Afternoon(11AM - 2PM),Clear,Yes,Yes,247
Saket,Wednesday,Night(9PM - 11PM),Foggy,Yes,Yes,560
Central Secretariat,Wednesday,Night(9PM - 11PM),Rainy,Yes,Yes,560
Inderlok,Monday,Evening(4PM - 8PM),Rainy,Yes,Yes,644
New Delhi,Saturday,Night(9PM - 11PM),Cloudy,Yes,Yes,649
Kashmere Gate,Saturday,Morning(7PM - 10 AM),Rainy,Yes,Yes,783
Botanical Garden,Saturday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,128
Yamuna Bank,Saturday,Morning(7PM - 10 AM),Foggy,Yes,Yes,258
Mayur Vihar,Wednesday,Afternoon(11AM - 2PM),Clear,Yes,Yes,487
Dwarka Sector 21,Monday,Evening(4PM - 8PM),Rainy,Yes,Yes,592
Central Secretariat,Saturday,Afternoon(11AM - 2PM),Clear,Yes,Yes,207
Noida City Centre,Friday,Evening(4PM - 8PM),Cloudy,Yes,Yes,493
Mayur Vihar,Thursday,Morning(7PM - 10 AM),Foggy,Yes,Yes,645
Yamuna Bank,Friday,Evening(4PM - 8PM),Rainy,Yes,Yes,662
Shivaji Stadium,Monday,Night(9PM - 11PM),Clear,Yes,Yes,465
Inderlok,Monday,Night(9PM - 11PM),Cloudy,Yes,Yes,416
Vaishali,Thursday,Afternoon(11AM - 2PM),Clear,Yes,Yes,520
Mayur Vihar,Tuesday,Morning(7PM - 10 AM),Rainy,Yes,No,451
Vaishali,Tuesday,Morning(7PM - 10 AM),Clear,Yes,Yes,461
Vishwavidyalaya,Tuesday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,584
Shivaji Stadium,Wednesday,Night(9PM - 11PM),Rainy,Yes,Yes,648
Rohini West,Tuesday,Evening(4PM - 8PM),Cloudy,Yes,No,355
Mayur Vihar,Sunday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,323
Karol Bagh,Wednesday,Evening(4PM - 8PM),Cloudy,Yes,Yes,501
Yamuna Bank,Wednesday,Evening(4PM - 8PM),Cloudy,Yes,Yes,475
Lajpat Nagar,Tuesday,Morning(7PM - 10 AM),Rainy,Yes,Yes,611
Lajpat Nagar,Tuesday,Night(9PM - 11PM),Cloudy,Yes,Yes,504
Noida City Centre,Thursday,Evening(4PM - 8PM),Rainy,Yes,Yes,633
Karol Bagh,Saturday,Night(9PM - 11PM),Foggy,Yes,Yes,320
Hauz Khas,Thursday,Morning(7PM - 10 AM),Foggy,Yes,Yes,530
Central Secretariat,Wednesday,Afternoon(11AM - 2PM),Clear,No,No,292
Dwarka Sector 21,Thursday,Afternoon(11AM - 2PM),Foggy,No,Yes,665
Vishwavidyalaya,Wednesday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,379
Dwarka Sector 21,Monday,Morning(7PM - 10 AM),Clear,Yes,Yes,432
Yamuna Bank,Wednesday,Evening(4PM - 8PM),Clear,Yes,Yes,449
Botanical Garden,Wednesday,Morning(7PM - 10 AM),Rainy,No,Yes,633
MG Road,Thursday,Afternoon(11AM - 2PM),Clear,Yes,Yes,475
Mayur Vihar,Saturday,Night(9PM - 11PM),Rainy,Yes,Yes,305
Hauz Khas,Monday,Night(9PM - 11PM),Clear,Yes,Yes,524
Kashmere Gate,Friday,Night(9PM - 11PM),Foggy,Yes,Yes,1124
MG Road,Friday,Night(9PM - 11PM),Rainy,Yes,Yes,566
Dwarka Sector 21,Saturday,Morning(7PM - 10 AM),Cloudy,Yes,No,50
Botanical Garden,Friday,Morning(7PM - 10 AM),Clear,Yes,Yes,490
Mayur Vihar,Monday,Night(9PM - 11PM),Foggy,Yes,Yes,682
Shivaji Stadium,Tuesday,Morning(7PM - 10 AM),Foggy,Yes,Yes,589
Noida City Centre,Monday,Evening(4PM - 8PM),Rainy,Yes,Yes,630
Vaishali,Thursday,Morning(7PM - 10 AM),Rainy,Yes,Yes,635
Mayur Vihar,Sunday,Evening(4PM - 8PM),Rainy,Yes,Yes,354
Rohini West,Wednesday,Evening(4PM - 8PM),Cloudy,Yes,Yes,544
Shivaji Stadium,Wednesday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,502
Noida City Centre,Thursday,Night(9PM - 11PM),Cloudy,Yes,Yes,524
Saket,Thursday,Evening(4PM - 8PM),Clear,Yes,Yes,624
Lajpat Nagar,Sunday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,163
Rajiv Chowk,Sunday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,774
Vaishali,Wednesday,Night(9PM - 11PM),Foggy,Yes,Yes,542
Central Secretariat,Sunday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,309
Kashmere Gate,Sunday,Evening(4PM - 8PM),Rainy,Yes,Yes,776
Kashmere Gate,Sunday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,646
Lajpat Nagar,Saturday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,200
Vaishali,Tuesday,Night(9PM - 11PM),Rainy,Yes,Yes,531
Noida City Centre,Sunday,Evening(4PM - 8PM),Foggy,Yes,No,162
Rajiv Chowk,Tuesday,Morning(7PM - 10 AM),Clear,Yes,Yes,1052
Shivaji Stadium,Tuesday,Night(9PM - 11PM),Foggy,Yes,Yes,688
Dwarka Sector 21,Thursday,Evening(4PM - 8PM),Cloudy,Yes,Yes,632
Noida City Centre,Sunday,Evening(4PM - 8PM),Foggy,No,Yes,218
New Delhi,Wednesday,Evening(4PM - 8PM),Cloudy,Yes,Yes,991
Saket,Saturday,Evening(4PM - 8PM),Foggy,Yes,Yes,364
MG Road,Wednesday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,663
Karol Bagh,Sunday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,242
Rajiv Chowk,Wednesday,Afternoon(11AM - 2PM),Clear,Yes,Yes,947
Vishwavidyalaya,Sunday,Evening(4PM - 8PM),Clear,Yes,No,50
